q1,q2,q3,q4,q5,q6,q7,q8
-0.00458251475624371,-0.00288047770553505,0.00371436745292342,0.00273583903283287,3.64536762062846e-06,4.96161081850805e-06,0.000588844236203834,0.000168871695115813
