w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64
0.00339557250475651,-0.00188222955654736,0.00326266867770087,0.00444081390706159,0.00779202880528774,-0.00120224381103541,-0.00080293703063092,-0.00970044641107035,-0.00880510642057801,-0.00201287919956289,0.00124381287510952,0.00480920709871232,0.00117440837215969,0.00171060857580865,0.00437837691380974,0.00713140066798025,-0.00255069920325853,0.00137786503192904,-0.000945539201155517,-0.00263520510714926,-0.000582199343831705,0.00117594641522424,0.00146931315053985,0.00323344178618026,0.00630270049556225,0.00728414969003784,0.00198644395214461,0.00775138865912698,-0.000484429409985024,0.00505173292791818,0.00631029096837041,-0.0019059405127608,-0.00324758052048768,-0.00382693458683362,0.00258283729178035,0.00207741621801726,-0.00159315470645942,0.00186282305074151,0.00393300445940045,-0.000804016991683091,-0.00103688687662104,0.00059337123820913,0.00697282264712061,0.0052850801230669,0.00367038436598438,0.00787548173144369,-0.00610681072404547,-0.00355756496218805,-0.00982143824481525,-0.0110955805171485,-0.0135817710162676,-0.0226177741749858,-0.0185824300893972,-0.0224207981528006,-0.00195569618000123,0.00233912621619562,-0.00144628915975333,-0.00962132304359886,-0.0036882580663921,-0.00748404053483772,0.00102664111770936,0.00548105914771253,0.00151145702692686,-0.00930516459565788
